Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20150109       7.74        1.8389     10.0
       20150109       8.74        2.1646     10.0
       20150109       9.74        2.6117     10.0
       20150109      10.24        2.9994     10.0
       20150109      10.93        3.9027     10.0
       20150110       2.74        0.4421     10.0
       20150110       3.24        0.5682     10.0
       20150110       3.74        0.6862     10.0
       20150110       4.74        0.9680     10.0
       20150110       6.74        1.5725     10.0
       20150110       7.74        1.8530     10.0
       20150110       8.74        2.1770     10.0
       20150110       9.74        2.6410     10.0
       20150110      10.24        3.0264     10.0
       20150110      10.93        3.9265     10.0
       20150111       2.74        0.4513     10.0
       20150111       3.24        0.5795     10.0
       20150111       3.74        0.6956     10.0
       20150111       4.74        0.9748     10.0
       20150111       6.74        1.5886     10.0
       20150111       7.74        1.8742     10.0
       20150111       8.74        2.1916     10.0
       20150111       9.74        2.6325     10.0
       20150111      10.24        3.0509     10.0
       20150111      10.93        3.9342     10.0
       20150112       2.74        0.4573     10.0
       20150112       3.24        0.5882     10.0
       20150112       3.74        0.7083     10.0
       20150112       4.74        0.9957     10.0
       20150112       6.74        1.5931     10.0
       20150112       7.74        1.8829     10.0
       20150112       8.74        2.2172     10.0
       20150112       9.74        2.6467     10.0
       20150112      10.24        3.0765     10.0
       20150112      10.93        3.9596     10.0
       20150113       2.74        0.4660     10.0
       20150113       3.24        0.5980     10.0
       20150113       3.74        0.7229     10.0
       20150113       4.74        1.0166     10.0
       20150113       6.74        1.6038     10.0
       20150113       7.74        1.9002     10.0
       20150113       8.74        2.2207     10.0
       20150113       9.74        2.6635     10.0
       20150113      10.24        3.1021     10.0
       20150113      10.93        3.9760     10.0
       20150114       2.74        0.4775     10.0
       20150114       3.24        0.6086     10.0
       20150114       3.74        0.7347     10.0
       20150114       4.74        1.0297     10.0
       20150114       6.74        1.6196     10.0
       20150114       7.74        1.9190     10.0
       20150114       8.74        2.2313     10.0
       20150114       9.74        2.6823     10.0
       20150114      10.24        3.1406     10.0
       20150114      10.93        3.9931     10.0
       20150115       2.74        0.4892     10.0
       20150115       3.24        0.6193     10.0
       20150115       3.74        0.7452     10.0
       20150115       4.74        1.0424     10.0
       20150115       6.74        1.6307     10.0
       20150115       7.74        1.9305     10.0
       20150115       8.74        2.2496     10.0
       20150115       9.74        2.7427     10.0
       20150115      10.24        3.1753     10.0
       20150115      10.93        4.0147     10.0
       20150116       2.74        0.5020     10.0
       20150116       3.24        0.6322     10.0
       20150116       3.74        0.7600     10.0
       20150116       4.74        1.0562     10.0
       20150116       6.74        1.6426     10.0
       20150116       7.74        1.9444     10.0
       20150116       8.74        2.2642     10.0
       20150116       9.74        2.7763     10.0
       20150116      10.24        3.2119     10.0
       20150116      10.93        4.0287     10.0
       20150117       2.74        0.5142     10.0
       20150117       3.24        0.6472     10.0
       20150117       3.74        0.7728     10.0
       20150117       4.74        1.0631     10.0
       20150117       6.74        1.6640     10.0
       20150117       7.74        1.9686     10.0
       20150117       8.74        2.2929     10.0
       20150117       9.74        2.8005     10.0
       20150117      10.24        3.2209     10.0
       20150117      10.93        4.0425     10.0
       20150118       2.74        0.5211     10.0
       20150118       3.24        0.6553     10.0
       20150118       3.74        0.7794     10.0
       20150118       4.74        1.0668     10.0
       20150118       6.74        1.6774     10.0
       20150118       7.74        1.9861     10.0
       20150118       8.74        2.3155     10.0
       20150118       9.74        2.8036     10.0
       20150118      10.93        4.0389     10.0
       20150119       2.74        0.5308     10.0
       20150119       3.24        0.6663     10.0
       20150119       3.74        0.7913     10.0
       20150119       4.74        1.0747     10.0
       20150119       6.74        1.6995     10.0
       20150119       7.74        2.0054     10.0
       20150119       8.74        2.3299     10.0
       20150119       9.74        2.7807     10.0
       20150119      10.93        4.0137     10.0
       20150120       2.74        0.5396     10.0
       20150120       3.24        0.6764     10.0
       20150120       3.74        0.8024     10.0
       20150120       4.74        1.0863     10.0
       20150120       6.74        1.7173     10.0
       20150120       7.74        2.0305     10.0
       20150120       8.74        2.3412     10.0
       20150120       9.74        2.8019     10.0
       20150120      10.93        4.0694     10.0
       20150121       2.74        0.5482     10.0
       20150121       3.24        0.6847     10.0
       20150121       3.74        0.8122     10.0
       20150121       4.74        1.0986     10.0
       20150121       6.74        1.7265     10.0
       20150121       7.74        2.0323     10.0
       20150121       8.74        2.3543     10.0
       20150121       9.74        2.8250     10.0
       20150121      10.93        4.1027     10.0
       20150122       2.74        0.5559     10.0
       20150122       3.24        0.6929     10.0
       20150122       3.74        0.8219     10.0
       20150122       4.74        1.1080     10.0
       20150122       6.74        1.7351     10.0
       20150122       7.74        2.0444     10.0
       20150122       8.74        2.3645     10.0
       20150122       9.74        2.8432     10.0
       20150122      10.93        4.1226     10.0
       20150123       2.74        0.5629     10.0
       20150123       3.24        0.7011     10.0
       20150123       3.74        0.8305     10.0
       20150123       4.74        1.1159     10.0
       20150123       6.74        1.7493     10.0
       20150123       7.74        2.0577     10.0
       20150123       8.74        2.3779     10.0
       20150123       9.74        2.8587     10.0
       20150123      10.93        4.1377     10.0
       20150124       2.74        0.5707     10.0
       20150124       3.24        0.7105     10.0
       20150124       3.74        0.8386     10.0
       20150124       4.74        1.1269     10.0
       20150124       6.74        1.7697     10.0
       20150124       7.74        2.0735     10.0
       20150124       8.74        2.3942     10.0
       20150124       9.74        2.8741     10.0
       20150124      10.93        4.1525     10.0
       20150125       2.74        0.5796     10.0
       20150125       3.24        0.7198     10.0
       20150125       3.74        0.8489     10.0
       20150125       4.74        1.1345     10.0
       20150125       6.74        1.7815     10.0
       20150125       7.74        2.0875     10.0
       20150125       8.74        2.4101     10.0
       20150125       9.74        2.8891     10.0
       20150125      10.93        4.1668     10.0
       20150126       2.74        0.5890     10.0
       20150126       3.24        0.7296     10.0
       20150126       3.74        0.8584     10.0
       20150126       4.74        1.1440     10.0
       20150126       6.74        1.7937     10.0
       20150126       7.74        2.1024     10.0
       20150126       8.74        2.4228     10.0
       20150126       9.74        2.9014     10.0
       20150126      10.93        4.1710     10.0
       20150127       2.74        0.5993     10.0
       20150127       3.24        0.7391     10.0
       20150127       3.74        0.8678     10.0
       20150127       4.74        1.1525     10.0
       20150127       6.74        1.8109     10.0
       20150127       7.74        2.1180     10.0
       20150127       8.74        2.4471     10.0
       20150127       9.74        2.9141     10.0
       20150127      10.93        4.1816     10.0
       20150128       2.74        0.6095     10.0
       20150128       3.24        0.7497     10.0
       20150128       3.74        0.8797     10.0
       20150128       4.74        1.1628     10.0
       20150128       6.74        1.8241     10.0
       20150128       7.74        2.1285     10.0
       20150128       8.74        2.4661     10.0
       20150128       9.74        2.9269     10.0
       20150128      10.93        4.1985     10.0
       20150129       2.74        0.6206     10.0
       20150129       3.24        0.7617     10.0
       20150129       3.74        0.8936     10.0
       20150129       4.74        1.1744     10.0
       20150129       6.74        1.8356     10.0
       20150129       7.74        2.1462     10.0
       20150129       8.74        2.4868     10.0
       20150129       9.74        2.9463     10.0
       20150129      10.93        4.2074     10.0
       20150130       2.74        0.6261     10.0
       20150130       3.24        0.7689     10.0
       20150130       3.74        0.8995     10.0
       20150130       4.74        1.1830     10.0
       20150130       6.74        1.8478     10.0
       20150130       7.74        2.1487     10.0
       20150130       8.74        2.5046     10.0
       20150130       9.74        2.9629     10.0
       20150130      10.93        4.2224     10.0
       20150131       2.74        0.6348     10.0
       20150131       3.24        0.7774     10.0
       20150131       3.74        0.9111     10.0
       20150131       4.74        1.1934     10.0
       20150131       6.74        1.8587     10.0
       20150131       7.74        2.1606     10.0
       20150131       8.74        2.5166     10.0
       20150131       9.74        2.9744     10.0
       20150131      10.93        4.2331     10.0
       20150201       2.74        0.6433     10.0
       20150201       3.24        0.7857     10.0
       20150201       3.74        0.9203     10.0
       20150201       4.74        1.2039     10.0
       20150201       6.74        1.8607     10.0
       20150201       7.74        2.1751     10.0
       20150201       8.74        2.5299     10.0
       20150201       9.74        2.9857     10.0
       20150201      10.93        4.2432     10.0
       20150202       2.74        0.6515     10.0
       20150202       3.24        0.7949     10.0
       20150202       3.74        0.9309     10.0
       20150202       4.74        1.2127     10.0
       20150202       6.74        1.8754     10.0
       20150202       7.74        2.1910     10.0
       20150202       8.74        2.5456     10.0
       20150202       9.74        3.0023     10.0
       20150202      10.93        4.2592     10.0
       20150203       2.74        0.6589     10.0
       20150203       3.24        0.8028     10.0
       20150203       3.74        0.9405     10.0
       20150203       4.74        1.2222     10.0
       20150203       6.74        1.8791     10.0
       20150203       7.74        2.2071     10.0
       20150203       8.74        2.5602     10.0
       20150203       9.74        3.0232     10.0
       20150203      10.93        4.2732     10.0
       20150204       2.74        0.6664     10.0
       20150204       3.24        0.8109     10.0
       20150204       3.74        0.9489     10.0
       20150204       4.74        1.2335     10.0
       20150204       6.74        1.8876     10.0
       20150204       7.74        2.2208     10.0
       20150204       8.74        2.5802     10.0
       20150204       9.74        3.0503     10.0
       20150204      10.93        4.2872     10.0
       20150205       2.74        0.6733     10.0
       20150205       3.24        0.8191     10.0
       20150205       3.74        0.9567     10.0
       20150205       4.74        1.2419     10.0
       20150205       6.74        1.8982     10.0
       20150205       7.74        2.2392     10.0
       20150205       8.74        2.5956     10.0
       20150205       9.74        3.0749     10.0
       20150205      10.93        4.3004     10.0
       20150206       2.74        0.6800     10.0
       20150206       3.24        0.8269     10.0
       20150206       3.74        0.9636     10.0
       20150206       4.74        1.2500     10.0
       20150206       6.74        1.9142     10.0
       20150206       7.74        2.2516     10.0
       20150206       8.74        2.6082     10.0
       20150206       9.74        3.0971     10.0
       20150206      10.93        4.3054     10.0
       20150207       2.74        0.6869     10.0
       20150207       3.24        0.8334     10.0
       20150207       3.74        0.9702     10.0
       20150207       4.74        1.2578     10.0
       20150207       6.74        1.9264     10.0
       20150207       7.74        2.2584     10.0
       20150207       8.74        2.6165     10.0
       20150207       9.74        3.1160     10.0
       20150207      10.93        4.3166     10.0
       20150208       2.74        0.6944     10.0
       20150208       3.24        0.8405     10.0
       20150208       3.74        0.9792     10.0
       20150208       4.74        1.2669     10.0
       20150208       6.74        1.9373     10.0
       20150208       7.74        2.2676     10.0
       20150208       8.74        2.6094     10.0
       20150208       9.74        3.1336     10.0
       20150208      10.93        4.3302     10.0
       20150209       2.74        0.7012     10.0
       20150209       3.24        0.8477     10.0
       20150209       3.74        0.9867     10.0
       20150209       4.74        1.2744     10.0
       20150209       6.74        1.9415     10.0
       20150209       7.74        2.2733     10.0
       20150209       8.74        2.6147     10.0
       20150209       9.74        3.1484     10.0
       20150209      10.93        4.3410     10.0
       20150210       2.74        0.7078     10.0
       20150210       3.24        0.8558     10.0
       20150210       3.74        0.9952     10.0
       20150210       4.74        1.2832     10.0
       20150210       6.74        1.9523     10.0
       20150210       7.74        2.2863     10.0
       20150210       8.74        2.6281     10.0
       20150210       9.74        3.1659     10.0
       20150210      10.93        4.3489     10.0
       20150211       2.74        0.7145     10.0
       20150211       3.24        0.8634     10.0
       20150211       3.74        1.0023     10.0
       20150211       4.74        1.2925     10.0
       20150211       6.74        1.9614     10.0
       20150211       7.74        2.3050     10.0
       20150211       8.74        2.6404     10.0
       20150211       9.74        3.1825     10.0
       20150211      10.93        4.3560     10.0
       20150212       2.74        0.7213     10.0
       20150212       3.24        0.8716     10.0
       20150212       3.74        1.0090     10.0
       20150212       4.74        1.3010     10.0
       20150212       6.74        1.9730     10.0
       20150212       7.74        2.3159     10.0
       20150212       8.74        2.6508     10.0
       20150212       9.74        3.1965     10.0
       20150212      10.93        4.3659     10.0
       20150213       2.74        0.7281     10.0
       20150213       3.24        0.8781     10.0
       20150213       3.74        1.0158     10.0
       20150213       4.74        1.3094     10.0
       20150213       6.74        1.9823     10.0
       20150213       7.74        2.3335     10.0
       20150213       8.74        2.6677     10.0
       20150213       9.74        3.2125     10.0
       20150213      10.93        4.3790     10.0
       20150214       2.74        0.7352     10.0
       20150214       3.24        0.8851     10.0
       20150214       3.74        1.0246     10.0
       20150214       4.74        1.3193     10.0
       20150214       6.74        1.9965     10.0
       20150214       7.74        2.3488     10.0
       20150214       8.74        2.6921     10.0
       20150214       9.74        3.2323     10.0
       20150214      10.93        4.3932     10.0
       20150215       2.74        0.7411     10.0
       20150215       3.24        0.8912     10.0
       20150215       3.74        1.0310     10.0
       20150215       4.74        1.3267     10.0
       20150215       6.74        2.0116     10.0
       20150215       7.74        2.3544     10.0
       20150215       8.74        2.7136     10.0
       20150215       9.74        3.2417     10.0
       20150215      10.93        4.4030     10.0
       20150216       2.74        0.7477     10.0
       20150216       3.24        0.8981     10.0
       20150216       3.74        1.0368     10.0
       20150216       4.74        1.3340     10.0
       20150216       6.74        2.0197     10.0
       20150216       7.74        2.3624     10.0
       20150216       8.74        2.7303     10.0
       20150216       9.74        3.2497     10.0
       20150216      10.93        4.4060     10.0
       20150217       2.74        0.7548     10.0
       20150217       3.24        0.9066     10.0
       20150217       3.74        1.0452     10.0
       20150217       4.74        1.3410     10.0
       20150217       6.74        2.0312     10.0
       20150217       7.74        2.3710     10.0
       20150217       8.74        2.7448     10.0
       20150217       9.74        3.2593     10.0
       20150217      10.93        4.4135     10.0
       20150218       2.74        0.7614     10.0
       20150218       3.24        0.9140     10.0
       20150218       3.74        1.0538     10.0
       20150218       4.74        1.3493     10.0
       20150218       6.74        2.0418     10.0
       20150218       7.74        2.3839     10.0
       20150218       8.74        2.7572     10.0
       20150218       9.74        3.2754     10.0
       20150218      10.93        4.4268     10.0
       20150219       2.74        0.7681     10.0
       20150219       3.24        0.9206     10.0
       20150219       3.74        1.0599     10.0
       20150219       4.74        1.3585     10.0
       20150219       6.74        2.0516     10.0
       20150219       7.74        2.3897     10.0
       20150219       8.74        2.7645     10.0
       20150219       9.74        3.2919     10.0
       20150219      10.93        4.4392     10.0
       20150220       2.74        0.7747     10.0
       20150220       3.24        0.9282     10.0
       20150220       3.74        1.0678     10.0
       20150220       4.74        1.3664     10.0
       20150220       6.74        2.0614     10.0
       20150220       7.74        2.3983     10.0
       20150220       8.74        2.7705     10.0
       20150220       9.74        3.3087     10.0
       20150220      10.93        4.4486     10.0
       20150221       2.74        0.7804     10.0
       20150221       3.24        0.9349     10.0
       20150221       3.74        1.0749     10.0
       20150221       4.74        1.3763     10.0
       20150221       6.74        2.0712     10.0
       20150221       7.74        2.4093     10.0
       20150221       8.74        2.7781     10.0
       20150221       9.74        3.3249     10.0
       20150221      10.93        4.4599     10.0
       20150222       2.74        0.7896     10.0
       20150222       3.24        0.9440     10.0
       20150222       3.74        1.0857     10.0
       20150222       4.74        1.3855     10.0
       20150222       6.74        2.0839     10.0
       20150222       7.74        2.4223     10.0
       20150222       8.74        2.7840     10.0
       20150222       9.74        3.3392     10.0
       20150222      10.93        4.4692     10.0
       20150223       2.74        0.7940     10.0
       20150223       3.24        0.9490     10.0
       20150223       3.74        1.0913     10.0
       20150223       4.74        1.3915     10.0
       20150223       6.74        2.0946     10.0
       20150223       7.74        2.4345     10.0
       20150223       8.74        2.7936     10.0
       20150223       9.74        3.3504     10.0
       20150223      10.93        4.4775     10.0
       20150224       2.74        0.7999     10.0
       20150224       3.24        0.9550     10.0
       20150224       3.74        1.0958     10.0
       20150224       4.74        1.3986     10.0
       20150224       6.74        2.1043     10.0
       20150224       7.74        2.4492     10.0
       20150224       8.74        2.8087     10.0
       20150224       9.74        3.3607     10.0
       20150224      10.93        4.4853     10.0
       20150225       2.74        0.8072     10.0
       20150225       3.24        0.9625     10.0
       20150225       3.74        1.1047     10.0
       20150225       4.74        1.4077     10.0
       20150225       6.74        2.1185     10.0
       20150225       7.74        2.4590     10.0
       20150225       8.74        2.8257     10.0
       20150225       9.74        3.3734     10.0
       20150225      10.93        4.4963     10.0
       20150226       2.74        0.8152     10.0
       20150226       3.24        0.9708     10.0
       20150226       3.74        1.1122     10.0
       20150226       4.74        1.4171     10.0
       20150226       6.74        2.1295     10.0
       20150226       7.74        2.4691     10.0
       20150226       8.74        2.8409     10.0
       20150226       9.74        3.3854     10.0
       20150226      10.93        4.5043     10.0
       20150227       2.74        0.8243     10.0
       20150227       3.24        0.9787     10.0
       20150227       3.74        1.1207     10.0
       20150227       4.74        1.4251     10.0
       20150227       6.74        2.1389     10.0
       20150227       7.74        2.4798     10.0
       20150227       8.74        2.8551     10.0
       20150227       9.74        3.3997     10.0
       20150227      10.93        4.5149     10.0
       20150228       2.74        0.8313     10.0
       20150228       3.24        0.9860     10.0
       20150228       3.74        1.1283     10.0
       20150228       4.74        1.4358     10.0
       20150228       6.74        2.1474     10.0
       20150228       7.74        2.4888     10.0
       20150228       8.74        2.8684     10.0
       20150228       9.74        3.4107     10.0
       20150228      10.93        4.5224     10.0
       20150301       2.74        0.8379     10.0
       20150301       3.24        0.9925     10.0
       20150301       3.74        1.1355     10.0
       20150301       4.74        1.4435     10.0
       20150301       6.74        2.1587     10.0
       20150301       7.74        2.4990     10.0
       20150301       8.74        2.8823     10.0
       20150301       9.74        3.4227     10.0
       20150301      10.93        4.5314     10.0
       20150302       2.74        0.8450     10.0
       20150302       3.24        0.9993     10.0
       20150302       3.74        1.1421     10.0
       20150302       4.74        1.4526     10.0
       20150302       6.74        2.1677     10.0
       20150302       7.74        2.5088     10.0
       20150302       8.74        2.8950     10.0
       20150302       9.74        3.4336     10.0
       20150302      10.93        4.5397     10.0
       20150303       2.74        0.8520     10.0
       20150303       3.24        1.0069     10.0
       20150303       3.74        1.1495     10.0
       20150303       4.74        1.4606     10.0
       20150303       6.74        2.1768     10.0
       20150303       7.74        2.5192     10.0
       20150303       8.74        2.9076     10.0
       20150303       9.74        3.4463     10.0
       20150303      10.93        4.5479     10.0
       20150304       2.74        0.8586     10.0
       20150304       3.24        1.0143     10.0
       20150304       3.74        1.1577     10.0
       20150304       4.74        1.4696     10.0
       20150304       6.74        2.1870     10.0
       20150304       7.74        2.5301     10.0
       20150304       8.74        2.9208     10.0
       20150304       9.74        3.4581     10.0
       20150304      10.93        4.5531     10.0
       20150305       2.74        0.8649     10.0
       20150305       3.24        1.0212     10.0
       20150305       3.74        1.1651     10.0
       20150305       4.74        1.4787     10.0
       20150305       6.74        2.1960     10.0
       20150305       7.74        2.5383     10.0
       20150305       8.74        2.9333     10.0
       20150305       9.74        3.4669     10.0
       20150305      10.93        4.5616     10.0
       20150306       2.74        0.8725     10.0
       20150306       3.24        1.0293     10.0
       20150306       3.74        1.1735     10.0
       20150306       4.74        1.4876     10.0
       20150306       6.74        2.2060     10.0
       20150306       7.74        2.5478     10.0
       20150306       8.74        2.9443     10.0
       20150306       9.74        3.4775     10.0
       20150306      10.93        4.5687     10.0
       20150307       2.74        0.8814     10.0
       20150307       3.24        1.0375     10.0
       20150307       3.74        1.1823     10.0
       20150307       4.74        1.4971     10.0
       20150307       6.74        2.2170     10.0
       20150307       7.74        2.5583     10.0
       20150307       8.74        2.9545     10.0
       20150307       9.74        3.4912     10.0
       20150307      10.93        4.5754     10.0
       20150308       2.74        0.8877     10.0
       20150308       3.24        1.0455     10.0
       20150308       3.74        1.1894     10.0
       20150308       4.74        1.5050     10.0
       20150308       6.74        2.2262     10.0
       20150308       7.74        2.5670     10.0
       20150308       8.74        2.9614     10.0
       20150308       9.74        3.5098     10.0
       20150308      10.93        4.5790     10.0
       20150309       2.74        0.9010     10.0
       20150309       3.24        1.0559     10.0
       20150309       3.74        1.1989     10.0
       20150309       4.74        1.5157     10.0
       20150309       6.74        2.2371     10.0
       20150309       7.74        2.5775     10.0
       20150309       8.74        2.9670     10.0
       20150309       9.74        3.5265     10.0
       20150309      10.93        4.5869     10.0
       20150310       2.74        0.9256     10.0
       20150310       3.24        1.0736     10.0
       20150310       3.74        1.2135     10.0
       20150310       4.74        1.5274     10.0
       20150310       6.74        2.2474     10.0
       20150310       7.74        2.5883     10.0
       20150310       8.74        2.9750     10.0
       20150310       9.74        3.5345     10.0
       20150310      10.93        4.5954     10.0
       20150311       2.74        0.9455     10.0
       20150311       3.24        1.0899     10.0
       20150311       3.74        1.2262     10.0
       20150311       4.74        1.5393     10.0
       20150311       6.74        2.2575     10.0
       20150311       7.74        2.5996     10.0
       20150311       8.74        2.9918     10.0
       20150311       9.74        3.5479     10.0
       20150311      10.93        4.6008     10.0
       20150312       2.74        0.9719     10.0
       20150312       3.24        1.1076     10.0
       20150312       3.74        1.2407     10.0
       20150312       4.74        1.5510     10.0
       20150312       6.74        2.2683     10.0
       20150312       7.74        2.6090     10.0
       20150312       8.74        3.0024     10.0
       20150312       9.74        3.5623     10.0
       20150312      10.93        4.6090     10.0
       20150313       2.74        1.0042     10.0
       20150313       3.24        1.1307     10.0
       20150313       3.74        1.2579     10.0
       20150313       4.74        1.5629     10.0
       20150313       6.74        2.2783     10.0
       20150313       7.74        2.6162     10.0
       20150313       8.74        3.0119     10.0
       20150313       9.74        3.5731     10.0
       20150313      10.93        4.6158     10.0
       20150314       2.74        1.0340     10.0
       20150314       3.24        1.1522     10.0
       20150314       3.74        1.2745     10.0
       20150314       4.74        1.5753     10.0
       20150314       6.74        2.2878     10.0
       20150314       7.74        2.6232     10.0
       20150314       8.74        3.0116     10.0
       20150314       9.74        3.5787     10.0
       20150314      10.93        4.6221     10.0
       20150315       2.74        1.0929     10.0
       20150315       3.24        1.1686     10.0
       20150315       3.74        1.2907     10.0
       20150315       4.74        1.5880     10.0
       20150315       6.74        2.2973     10.0
       20150315       7.74        2.6347     10.0
       20150315       8.74        3.0177     10.0
       20150315       9.74        3.5877     10.0
       20150315      10.93        4.6282     10.0
       20150316       2.74        1.1702     10.0
       20150316       3.24        1.1915     10.0
       20150316       3.74        1.3057     10.0
       20150316       4.74        1.5993     10.0
       20150316       6.74        2.3068     10.0
       20150316       7.74        2.6433     10.0
       20150316       8.74        3.0269     10.0
       20150316       9.74        3.6004     10.0
       20150316      10.93        4.6364     10.0
       20150317       2.74        1.2430     10.0
       20150317       3.24        1.2498     10.0
       20150317       3.74        1.3161     10.0
       20150317       4.74        1.6101     10.0
       20150317       6.74        2.3153     10.0
       20150317       7.74        2.6542     10.0
       20150317       8.74        3.0316     10.0
       20150317       9.74        3.6082     10.0
       20150317      10.93        4.6434     10.0
       20150318       2.74        1.3124     10.0
       20150318       3.24        1.3190     10.0
       20150318       3.74        1.3274     10.0
       20150318       4.74        1.6217     10.0
       20150318       6.74        2.3260     10.0
       20150318       7.74        2.6630     10.0
       20150318       8.74        3.0373     10.0
       20150318       9.74        3.6169     10.0
       20150318      10.93        4.6482     10.0
       20150319       2.74        1.3759     10.0
       20150319       3.24        1.3831     10.0
       20150319       3.74        1.3764     10.0
       20150319       4.74        1.6341     10.0
       20150319       6.74        2.3368     10.0
       20150319       7.74        2.6720     10.0
       20150319       8.74        3.0458     10.0
       20150319       9.74        3.6238     10.0
       20150319      10.93        4.6525     10.0
       20150320       2.74        1.4251     10.0
       20150320       3.24        1.4333     10.0
       20150320       3.74        1.4278     10.0
       20150320       4.74        1.6445     10.0
       20150320       6.74        2.3484     10.0
       20150320       7.74        2.6788     10.0
       20150320       8.74        3.0492     10.0
       20150320       9.74        3.6275     10.0
       20150320      10.93        4.6566     10.0
       20150321       2.74        1.4747     10.0
       20150321       3.24        1.4832     10.0
       20150321       3.74        1.4781     10.0
       20150321       4.74        1.6566     10.0
       20150321       6.74        2.3653     10.0
       20150321       7.74        2.6896     10.0
       20150321       8.74        3.0690     10.0
       20150321       9.74        3.6395     10.0
       20150321      10.93        4.6622     10.0
       20150322       2.74        1.5364     10.0
       20150322       3.24        1.5457     10.0
       20150322       3.74        1.5406     10.0
       20150322       4.74        1.6652     10.0
       20150322       6.74        2.3798     10.0
       20150322       7.74        2.7014     10.0
       20150322       8.74        3.0851     10.0
       20150322       9.74        3.6437     10.0
       20150322      10.93        4.6684     10.0
       20150323       2.74        1.5840     10.0
       20150323       3.24        1.5963     10.0
       20150323       3.74        1.5928     10.0
       20150323       4.74        1.6695     10.0
       20150323       6.74        2.3925     10.0
       20150323       7.74        2.7137     10.0
       20150323       8.74        3.0932     10.0
       20150323       9.74        3.6555     10.0
       20150323      10.93        4.6722     10.0
       20150324       2.74        1.5847     10.0
       20150324       3.24        1.5995     10.0
       20150324       3.74        1.5996     10.0
       20150324       4.74        1.6908     10.0
       20150324       6.74        2.4015     10.0
       20150324       7.74        2.7261     10.0
       20150324       8.74        3.0996     10.0
       20150324       9.74        3.6578     10.0
       20150324      10.93        4.6799     10.0
       20150325       2.74        1.5784     10.0
       20150325       3.24        1.5859     10.0
       20150325       3.74        1.5843     10.0
       20150325       4.74        1.7107     10.0
       20150325       6.74        2.4088     10.0
       20150325       7.74        2.7350     10.0
       20150325       8.74        3.1207     10.0
       20150325       9.74        3.6652     10.0
       20150325      10.93        4.6857     10.0
       20150326       2.74        1.5831     10.0
       20150326       3.24        1.5898     10.0
       20150326       3.74        1.5880     10.0
       20150326       4.74        1.7158     10.0
       20150326       6.74        2.4217     10.0
       20150326       7.74        2.7476     10.0
       20150326       8.74        3.1293     10.0
       20150326       9.74        3.6756     10.0
       20150326      10.93        4.6927     10.0
       20150327       2.74        1.5893     10.0
       20150327       3.24        1.5996     10.0
       20150327       3.74        1.5961     10.0
       20150327       4.74        1.7275     10.0
       20150327       6.74        2.4341     10.0
       20150327       7.74        2.7578     10.0
       20150327       8.74        3.1558     10.0
       20150327       9.74        3.6830     10.0
       20150327      10.93        4.6973     10.0
       20150328       2.74        1.6003     10.0
       20150328       3.24        1.6089     10.0
       20150328       3.74        1.6040     10.0
       20150328       4.74        1.7291     10.0
       20150328       6.74        2.4382     10.0
       20150328       7.74        2.7737     10.0
       20150328       8.74        3.1402     10.0
       20150328       9.74        3.6904     10.0
       20150328      10.93        4.7018     10.0
       20150329       2.74        1.6037     10.0
       20150329       3.24        1.6124     10.0
       20150329       3.74        1.6081     10.0
       20150329       4.74        1.7420     10.0
       20150329       6.74        2.4479     10.0
       20150329       7.74        2.7801     10.0
       20150329       8.74        3.1545     10.0
       20150329       9.74        3.7044     10.0
       20150329      10.93        4.7060     10.0
       20150330       2.74        1.5975     10.0
       20150330       3.24        1.6105     10.0
       20150330       3.74        1.6129     10.0
       20150330       4.74        1.7590     10.0
       20150330       6.74        2.4604     10.0
       20150330       7.74        2.7892     10.0
       20150330       8.74        3.1734     10.0
       20150330       9.74        3.7184     10.0
       20150330      10.93        4.7112     10.0
       20150331       2.74        1.5966     10.0
       20150331       3.24        1.6071     10.0
       20150331       3.74        1.6133     10.0
       20150331       4.74        1.7665     10.0
       20150331       6.74        2.4700     10.0
       20150331       7.74        2.8022     10.0
       20150331       8.74        3.1736     10.0
       20150331       9.74        3.7284     10.0
       20150331      10.93        4.7156     10.0
       20150401       2.74        1.5992     10.0
       20150401       3.24        1.6108     10.0
       20150401       3.74        1.6179     10.0
       20150401       4.74        1.7783     10.0
       20150401       6.74        2.4688     10.0
       20150401       7.74        2.8231     10.0
       20150401       8.74        3.1806     10.0
       20150401       9.74        3.7369     10.0
       20150401      10.93        4.7216     10.0
       20150402       2.74        1.5968     10.0
       20150402       3.24        1.6075     10.0
       20150402       3.74        1.6111     10.0
       20150402       4.74        1.7771     10.0
       20150402       6.74        2.4751     10.0
       20150402       7.74        2.8334     10.0
       20150402       8.74        3.1929     10.0
       20150402       9.74        3.7399     10.0
       20150402      10.93        4.7289     10.0
       20150403       2.74        1.5983     10.0
       20150403       3.24        1.6084     10.0
       20150403       3.74        1.6115     10.0
       20150403       4.74        1.7835     10.0
       20150403       6.74        2.4941     10.0
       20150403       7.74        2.8398     10.0
       20150403       8.74        3.2064     10.0
       20150403       9.74        3.7489     10.0
       20150403      10.93        4.7309     10.0
       20150404       2.74        1.6123     10.0
       20150404       3.24        1.6200     10.0
       20150404       3.74        1.6173     10.0
       20150404       4.74        1.7860     10.0
       20150404       6.74        2.5278     10.0
