Observation #: 6155
---------------------------------------------------
Time(YYYYMMDD)    Depth(m) Value(celsius)   Std(%)
19980129                8.0         1.8000     10.0
19980129                9.0         1.9000     10.0
19980129               10.0         1.9000     10.0
19980129               11.0         1.9000     10.0
19980129               12.0         2.0000     10.0
19980129               13.0         2.0000     10.0
19980129               14.0         2.1000     10.0
19980129               15.0         2.2000     10.0
19980129               16.0         2.3000     10.0
19980129               17.0         2.4000     10.0
19980129               18.0         2.6000     10.0
19980310                0.0         2.1000     10.0
19980310                1.0         2.2000     10.0
19980310                2.0         2.2000     10.0
19980310                3.0         2.2000     10.0
19980310                4.0         2.2000     10.0
19980310                5.0         2.2000     10.0
19980310                6.0         2.2000     10.0
19980310                7.0         2.2000     10.0
19980310                8.0         2.2000     10.0
19980310                9.0         2.2000     10.0
19980310               10.0         2.2000     10.0
19980310               11.0         2.2000     10.0
19980310               12.0         2.2000     10.0
19980310               13.0         2.2000     10.0
19980310               14.0         2.3000     10.0
19980310               15.0         2.3000     10.0
19980310               16.0         2.3000     10.0
19980310               17.0         2.3000     10.0
19980310               18.0         2.3000     10.0
19980407                0.0         8.6000     10.0
19980407                1.0         8.5000     10.0
19980407                2.0         8.5000     10.0
19980407                3.0         8.5000     10.0
19980407                4.0         8.4000     10.0
19980407                5.0         8.2000     10.0
19980407                6.0         8.0000     10.0
19980407                7.0         7.9000     10.0
19980407                8.0         7.2000     10.0
19980407                9.0         7.1000     10.0
19980407               10.0         7.0000     10.0
19980407               11.0         7.0000     10.0
19980407               12.0         7.0000     10.0
19980407               13.0         6.9000     10.0
19980407               14.0         6.9000     10.0
19980407               15.0         6.8000     10.0
19980407               16.0         6.8000     10.0
19980407               17.0         6.8000     10.0
19980407               18.0         6.7000     10.0
19980423                0.0        12.2000     10.0
19980423                1.0        11.7000     10.0
19980423                2.0        10.9000     10.0
19980423                3.0        10.6000     10.0
19980423                4.0        10.4000     10.0
19980423                5.0        10.3000     10.0
19980423                6.0         9.8000     10.0
19980423                7.0         9.6000     10.0
19980423                8.0         9.5000     10.0
19980423                9.0         9.5000     10.0
19980423               10.0         9.3000     10.0
19980423               11.0         8.9000     10.0
19980423               12.0         8.7000     10.0
19980423               13.0         8.4000     10.0
19980423               14.0         8.2000     10.0
19980423               15.0         8.0000     10.0
19980423               16.0         7.9000     10.0
19980423               17.0         7.9000     10.0
19980423               18.0         7.8000     10.0
19980512                0.0        16.9000     10.0
19980512                1.0        16.8000     10.0
19980512                2.0        16.8000     10.0
19980512                3.0        16.1000     10.0
19980512                4.0        13.8000     10.0
19980512                5.0        12.6000     10.0
19980512                6.0        11.6000     10.0
19980512                7.0        11.6000     10.0
19980512                8.0        10.7000     10.0
19980512                9.0        10.1000     10.0
19980512               10.0         9.8000     10.0
19980512               11.0         9.0000     10.0
19980512               12.0         8.4000     10.0
19980512               13.0         8.1000     10.0
19980512               14.0         8.0000     10.0
19980512               15.0         7.9000     10.0
19980512               16.0         7.9000     10.0
19980512               17.0         7.8000     10.0
19980512               18.0         7.8000     10.0
19980527                0.0        20.3000     10.0
19980527                1.0        19.9000     10.0
19980527                2.0        18.7000     10.0
19980527                3.0        18.2000     10.0
19980527                4.0        17.9000     10.0
19980527                5.0        17.5000     10.0
19980527                6.0        15.0000     10.0
19980527                7.0        12.2000     10.0
19980527                8.0        10.9000     10.0
19980527                9.0        10.2000     10.0
19980527               10.0         9.5000     10.0
19980527               11.0         9.1000     10.0
19980527               12.0         8.7000     10.0
19980527               13.0         8.4000     10.0
19980527               14.0         8.2000     10.0
19980527               15.0         8.1000     10.0
19980527               16.0         8.0000     10.0
19980527               17.0         7.9000     10.0
19980527               18.0         7.8000     10.0
19980610                0.0        18.0000     10.0
19980610                1.0        17.9000     10.0
19980610                2.0        17.9000     10.0
19980610                3.0        17.9000     10.0
19980610                4.0        17.9000     10.0
19980610                5.0        17.9000     10.0
19980610                6.0        17.1000     10.0
19980610                7.0        13.9000     10.0
19980610                8.0        10.9000     10.0
19980610                9.0        10.4000     10.0
19980610               10.0         9.4000     10.0
19980610               11.0         8.9000     10.0
19980610               12.0         8.4000     10.0
19980610               13.0         8.3000     10.0
19980610               14.0         8.1000     10.0
19980610               15.0         8.1000     10.0
19980610               16.0         8.0000     10.0
19980610               17.0         7.9000     10.0
